tweet_id,favorite_count,retweet_count
667470559035432960,248,92
667455448082227200,184,57
667453023279554560,297,85
667443425659232256,754,554
667437278097252352,435,226
667435689202614272,298,82
667405339315146752,452,214
667393430834667520,189,52
667369227918143488,352,155
667211855547486208,469,230
667200525029539841,593,250
667192066997374976,370,96
667188689915760640,719,385
667182792070062081,13819,5916
667177989038297088,184,52
667176164155375616,585,438
667174963120574464,235,74
667171260800061440,211,80
667165590075940865,2599,1085
667160273090932737,249,60
667152164079423490,46014,16237
667138269671505920,4432,2107
667119796878725120,318,123
667090893657276420,321,119
667073648344346624,385,114
667070482143944705,81,14
667065535570550784,160,42
667062181243039745,210,49
667044094246576128,176,47
667012601033924608,431,212
666996132027977728,233,84
666983947667116034,2453,936
666837028449972224,778,530
666835007768551424,202,77
666826780179869698,243,89
666817836334096384,491,239
666804364988780544,222,86
666786068205871104,721,465
666781792255496192,367,182
666776908487630848,330,165
666739327293083650,222,62
666701168228331520,412,208
666691418707132416,175,45
666649482315059201,1077,589
666644823164719104,220,76
666454714377183233,494,202
666447344410484738,98,18
666437273139982337,117,42
666435652385423360,160,49
666430724426358785,301,180
666428276349472768,155,78
666421158376562688,303,107
666418789513326592,115,43
666411507551481857,416,307
666407126856765440,100,33
666396247373291520,158,77
666373753744588802,173,85
666362758909284353,730,527
666353288456101888,201,67
666345417576210432,276,128
666337882303524864,182,84
666293911632134144,469,324
666287406224695296,138,62
666273097616637952,161,74
666268910803644416,96,32
666104133288665088,13786,6051
666102155909144576,72,11
666099513787052032,143,62
666094000022159362,154,68
666082916733198337,104,42
666073100786774016,301,147
666071193221509120,136,54
666063827256086533,449,199
666058600524156928,107,55
666057090499244032,274,128
666055525042405380,411,224
666051853826850816,1140,788
666050758794694657,125,52
666049248165822465,99,41
666044226329800704,274,133
666033412701032449,114,41
666029285002620928,121,42
666020888022790149,2441,468
